Day,Year,Month_x,PM2.5,TempAVG
28/8/2021,2021,8,2.36,26.71666667
29/8/2021,2021,8,1.91,27.78695652
30/8/2021,2021,8,1.5,28.49130435
31/8/2021,2021,8,2.27,28.8375
1/9/2021,2021,9,2.77,28.10833333
2/9/2021,2021,9,2.82,28.84583333
3/9/2021,2021,9,2.05,28.99565217
4/9/2021,2021,9,1.77,29.0125
5/9/2021,2021,9,2.05,27.63913043
6/9/2021,2021,9,2.41,30.24583333
7/9/2021,2021,9,2.68,27.98695652
8/9/2021,2021,9,2.64,27.80416667
9/9/2021,2021,9,2.41,27.775
10/9/2021,2021,9,2.82,27.34166667
11/9/2021,2021,9,2,28.69583333
12/9/2021,2021,9,2.14,30.6125
13/9/2021,2021,9,2.09,31.35652174
14/9/2021,2021,9,2.05,29.92083333
15/9/2021,2021,9,2.41,28.7375
16/9/2021,2021,9,2.27,28.11818182
17/9/2021,2021,9,1.68,29.70833333
18/9/2021,2021,9,2,30.65833333
19/9/2021,2021,9,2.68,28.69166667
20/9/2021,2021,9,2.36,28.2125
21/9/2021,2021,9,2.45,26.56363636
22/9/2021,2021,9,1.5,26.9125
23/9/2021,2021,9,1.05,27.72173913
24/9/2021,2021,9,0.82,28.55833333
25/9/2021,2021,9,1.36,26.52916667
26/9/2021,2021,9,0.86,27.10869565
27/9/2021,2021,9,1.14,28.1625
28/9/2021,2021,9,1.59,29.05
29/9/2021,2021,9,3,31.51666667
30/9/2021,2021,9,4.45,29.27083333
1/10/2021,2021,10,3.59,30.5625
2/10/2021,2021,10,2.64,28.825
3/10/2021,2021,10,2.59,28.75416667
4/10/2021,2021,10,3.27,28.58333333
5/10/2021,2021,10,3.32,30.17916667
6/10/2021,2021,10,3.77,27.69166667
7/10/2021,2021,10,2.91,30.19565217
8/10/2021,2021,10,3.14,29.2173913
9/10/2021,2021,10,4.55,27.90833333
10/10/2021,2021,10,2.45,30.5125
11/10/2021,2021,10,2.18,30.45833333
12/10/2021,2021,10,1.95,30.09166667
13/10/2021,2021,10,2.14,30.5125
14/10/2021,2021,10,1.77,28.82083333
15/10/2021,2021,10,2.23,27.17272727
16/10/2021,2021,10,2.59,29.11304348
17/10/2021,2021,10,2.59,25.44166667
18/10/2021,2021,10,1.73,25.79583333
19/10/2021,2021,10,2.18,28.09130435
20/10/2021,2021,10,3.27,30.35833333
21/10/2021,2021,10,3.95,30.025
22/10/2021,2021,10,4.41,29.44166667
23/10/2021,2021,10,3.41,28.82916667
24/10/2021,2021,10,2.64,29.57083333
25/10/2021,2021,10,2.55,29.7875
26/10/2021,2021,10,2.91,30.6625
27/10/2021,2021,10,3.64,29.85416667
28/10/2021,2021,10,3.91,27.925
29/10/2021,2021,10,4.18,28.39565217
30/10/2021,2021,10,3.45,28.84166667
31/10/2021,2021,10,4.09,28.63333333
1/11/2021,2021,11,2.77,29.49583333
2/11/2021,2021,11,2.82,30.3125
3/11/2021,2021,11,3.14,30.58333333
4/11/2021,2021,11,3,31.2875
5/11/2021,2021,11,3.05,31.43333333
6/11/2021,2021,11,3.23,29.97916667
7/11/2021,2021,11,3.68,30.80833333
8/11/2021,2021,11,3.27,29.89565217
9/11/2021,2021,11,3.23,29.67083333
10/11/2021,2021,11,2.77,29.01304348
11/11/2021,2021,11,3.36,29.22173913
12/11/2021,2021,11,4,29.66666667
13/11/2021,2021,11,3.68,28.04782609
14/11/2021,2021,11,3.82,27.98181818
15/11/2021,2021,11,4.09,30.08333333
16/11/2021,2021,11,4.18,29.69166667
17/11/2021,2021,11,3.14,30.94583333
18/11/2021,2021,11,2.5,30.80833333
19/11/2021,2021,11,2.86,31.475
20/11/2021,2021,11,3.18,30.04782609
21/11/2021,2021,11,3.59,31.28333333
22/11/2021,2021,11,3.59,31.27391304
23/11/2021,2021,11,3.77,27.75416667
24/11/2021,2021,11,2.64,27.49166667
25/11/2021,2021,11,2.68,29.07916667
26/11/2021,2021,11,3.68,28.93913043
27/11/2021,2021,11,4.05,28.02083333
28/11/2021,2021,11,4,28.44583333
29/11/2021,2021,11,4.36,28.88333333
30/11/2021,2021,11,3.95,27.93333333
1/12/2021,2021,12,4.27,27.45416667
2/12/2021,2021,12,4.77,26.35416667
3/12/2021,2021,12,4.77,26.42916667
4/12/2021,2021,12,4.64,25.07083333
5/12/2021,2021,12,4.68,24.35217391
6/12/2021,2021,12,4.95,25.7875
7/12/2021,2021,12,5.05,26.7625
8/12/2021,2021,12,5.73,26.5625
9/12/2021,2021,12,5.55,28.15416667
10/12/2021,2021,12,4.55,28.22916667
11/12/2021,2021,12,4.36,28.83333333
12/12/2021,2021,12,4.45,28.02916667
13/12/2021,2021,12,3.68,27.98333333
14/12/2021,2021,12,3.59,27.78695652
15/12/2021,2021,12,5.59,28.32916667
16/12/2021,2021,12,5.86,29.18333333
17/12/2021,2021,12,5.95,29.70833333
18/12/2021,2021,12,5.32,29.32083333
19/12/2021,2021,12,4.09,26.67916667
20/12/2021,2021,12,3.95,25.95
21/12/2021,2021,12,5.82,27.41666667
22/12/2021,2021,12,7.23,27.55
23/12/2021,2021,12,7.55,28.41666667
24/12/2021,2021,12,6.64,29.20833333
25/12/2021,2021,12,5.95,29.45652174
26/12/2021,2021,12,3.55,29.075
27/12/2021,2021,12,3.36,30.09166667
28/12/2021,2021,12,4.05,29.3625
29/12/2021,2021,12,2.82,30.05
30/12/2021,2021,12,2.91,28.8375
31/12/2021,2021,12,3.18,28.09166667
1/1/2022,2022,1,3.41,27.3125
2/1/2022,2022,1,3.41,27.55833333
3/1/2022,2022,1,3.73,27.3625
4/1/2022,2022,1,4.59,28.20833333
5/1/2022,2022,1,5.09,28.9
6/1/2022,2022,1,5.14,28.68695652
7/1/2022,2022,1,5.86,29.24583333
8/1/2022,2022,1,4.68,29.69166667
9/1/2022,2022,1,5.32,29.09166667
10/1/2022,2022,1,5.32,29.34782609
11/1/2022,2022,1,4.73,29.04583333
12/1/2022,2022,1,4.5,28.71304348
13/1/2022,2022,1,4.27,29.30833333
14/1/2022,2022,1,3.86,28.8375
15/1/2022,2022,1,4.27,28.77916667
16/1/2022,2022,1,4.59,28.72916667
17/1/2022,2022,1,5.45,29.22083333
18/1/2022,2022,1,5,29.36086957
19/1/2022,2022,1,3.86,28.425
20/1/2022,2022,1,4.64,28.50416667
21/1/2022,2022,1,3.05,27.9625
22/1/2022,2022,1,2.59,27.37916667
23/1/2022,2022,1,2.91,28.9125
24/1/2022,2022,1,3.36,28.85
25/1/2022,2022,1,3.73,28.89545455
26/1/2022,2022,1,3.68,28.59166667
27/1/2022,2022,1,3.95,27.62916667
28/1/2022,2022,1,3.77,28.88333333
29/1/2022,2022,1,3.91,30.325
30/1/2022,2022,1,3.55,30.69565217
31/1/2022,2022,1,3.45,29.52916667
1/2/2022,2022,2,3.18,29.09583333
2/2/2022,2022,2,2.73,30.85625
3/2/2022,2022,2,3.36,29.35416667
4/2/2022,2022,2,3.55,29.17826087
5/2/2022,2022,2,4.27,29
6/2/2022,2022,2,5.09,28.97826087
7/2/2022,2022,2,6.64,29.92083333
8/2/2022,2022,2,6.55,30.075
9/2/2022,2022,2,4,28.24090909
10/2/2022,2022,2,3.5,28.07083333
11/2/2022,2022,2,3.14,28.32173913
12/2/2022,2022,2,3.64,28.09166667
13/2/2022,2022,2,4.32,29
14/2/2022,2022,2,3.23,27.91304348
15/2/2022,2022,2,3.77,27.26666667
16/2/2022,2022,2,5.41,26.89090909
17/2/2022,2022,2,5.41,27.2
18/2/2022,2022,2,2.82,28.12173913
19/2/2022,2022,2,2.14,29.19583333
20/2/2022,2022,2,1.82,29.59166667
21/2/2022,2022,2,2.68,27.5
22/2/2022,2022,2,3.41,26.7125
23/2/2022,2022,2,4.77,28.8875
24/2/2022,2022,2,4.68,28.09166667
25/2/2022,2022,2,5.36,28.24583333
26/2/2022,2022,2,5.55,28.75
27/2/2022,2022,2,4.45,29.00833333
28/2/2022,2022,2,6.82,30.3125
1/3/2022,2022,3,4.86,31.29583333
2/3/2022,2022,3,3.77,30.94782609
3/3/2022,2022,3,3.14,30.325
4/3/2022,2022,3,3.68,31.10869565
5/3/2022,2022,3,3.91,31.29130435
6/3/2022,2022,3,3.55,31.075
7/3/2022,2022,3,3.23,30.64347826
8/3/2022,2022,3,4.05,28.77391304
9/3/2022,2022,3,6.68,30.99545455
10/3/2022,2022,3,4.23,30.46956522
11/3/2022,2022,3,3.91,31.32916667
12/3/2022,2022,3,4.23,32.09583333
13/3/2022,2022,3,4.23,31.48636364
14/3/2022,2022,3,3.59,31.29166667
15/3/2022,2022,3,2.68,31.49583333
16/3/2022,2022,3,2.27,31.3875
17/3/2022,2022,3,2.45,31.17619048
18/3/2022,2022,3,3.27,30.09090909
19/3/2022,2022,3,3.86,30.5173913
20/3/2022,2022,3,3.45,26.72631579
21/3/2022,2022,3,2.55,28.50526316
22/3/2022,2022,3,2.55,28.87916667
23/3/2022,2022,3,3.36,28.6875
24/3/2022,2022,3,3.18,28.23333333
25/3/2022,2022,3,3,29.48888889
26/3/2022,2022,3,2.68,31.56666667
27/3/2022,2022,3,2.5,31.60833333
28/3/2022,2022,3,3.23,32.04583333
29/3/2022,2022,3,2.91,32.36111111
30/3/2022,2022,3,3.14,32.45789474
31/3/2022,2022,3,3.82,32.7826087
1/4/2022,2022,4,3.64,31.625
2/4/2022,2022,4,2,27.02083333
3/4/2022,2022,4,2.27,23.4375
4/4/2022,2022,4,3.64,28.71666667
5/4/2022,2022,4,4.36,30.12173913
6/4/2022,2022,4,5.23,32.19565217
7/4/2022,2022,4,5.18,31.13913043
8/4/2022,2022,4,6.95,30.8
9/4/2022,2022,4,7.86,31.1625
10/4/2022,2022,4,7.41,31.72608696
11/4/2022,2022,4,6.14,31.07058824
12/4/2022,2022,4,6.23,35.25714286
13/4/2022,2022,4,4.5,36.20769231
14/4/2022,2022,4,4.55,36.3375
15/4/2022,2022,4,4.91,35.90666667
16/4/2022,2022,4,4.59,36.85
17/4/2022,2022,4,4.23,36.15714286
18/4/2022,2022,4,4.23,35.3
19/4/2022,2022,4,3.77,31.16
20/4/2022,2022,4,4.5,32.15416667
21/4/2022,2022,4,4.05,29.58
22/4/2022,2022,4,3.05,
23/4/2022,2022,4,2.55,
24/4/2022,2022,4,2.86,
25/4/2022,2022,4,2.68,
26/4/2022,2022,4,2.73,
27/4/2022,2022,4,3.27,
28/4/2022,2022,4,3.27,
29/4/2022,2022,4,2.73,
30/4/2022,2022,4,4.41,
1/5/2022,2022,5,3.41,30.275
2/5/2022,2022,5,2.86,28.1
3/5/2022,2022,5,2.55,26.175
4/5/2022,2022,5,3.09,27.25833333
5/5/2022,2022,5,3.59,29.85833333
6/5/2022,2022,5,4.32,30.425
7/5/2022,2022,5,3.59,28.27083333
8/5/2022,2022,5,3.18,28.27916667
9/5/2022,2022,5,2.95,29.19166667
10/5/2022,2022,5,2.05,28.59583333
11/5/2022,2022,5,2.59,29.425
12/5/2022,2022,5,2.91,30.87916667
13/5/2022,2022,5,3,32.09583333
14/5/2022,2022,5,3.59,32.175
15/5/2022,2022,5,3.36,31.79166667
16/5/2022,2022,5,2.41,30.425
17/5/2022,2022,5,2.59,28.6125
18/5/2022,2022,5,2.64,27.72608696
19/5/2022,2022,5,2.32,29.61304348
20/5/2022,2022,5,1.5,30.37391304
21/5/2022,2022,5,1.77,29.63478261
22/5/2022,2022,5,2.68,28.62916667
23/5/2022,2022,5,2.55,30.97916667
24/5/2022,2022,5,2.68,30.81304348
25/5/2022,2022,5,2.73,30.99583333
26/5/2022,2022,5,2.64,30.84166667
27/5/2022,2022,5,3.32,31.1125
28/5/2022,2022,5,3.32,30.5625
29/5/2022,2022,5,4.18,31.2875
30/5/2022,2022,5,3.32,31.16666667
31/5/2022,2022,5,3.55,30.26666667
1/6/2022,2022,6,3.77,30.01666667
2/6/2022,2022,6,2.95,30.40416667
3/6/2022,2022,6,2.18,29.52916667
4/6/2022,2022,6,1.95,29.30416667
5/6/2022,2022,6,2.27,30.175
6/6/2022,2022,6,2,29.07916667
7/6/2022,2022,6,2.59,29.225
8/6/2022,2022,6,2.5,29.24347826
9/6/2022,2022,6,2.86,30.32916667
10/6/2022,2022,6,3,30.40833333
11/6/2022,2022,6,2.77,30.49130435
12/6/2022,2022,6,2.86,31.67083333
13/6/2022,2022,6,3.5,30.25
14/6/2022,2022,6,3.18,30.41666667
15/6/2022,2022,6,3,29.425
16/6/2022,2022,6,2.68,29.92916667
17/6/2022,2022,6,2.95,30.59565217
18/6/2022,2022,6,2.91,31.45416667
19/6/2022,2022,6,2.73,31.5
20/6/2022,2022,6,2.23,30.39166667
21/6/2022,2022,6,2.45,28.8875
22/6/2022,2022,6,3,29.82083333
23/6/2022,2022,6,2.45,29.575
24/6/2022,2022,6,2.5,28.8125
25/6/2022,2022,6,2.32,28.4173913
26/6/2022,2022,6,1.91,28.75652174
27/6/2022,2022,6,2,28.625
28/6/2022,2022,6,2.59,29.55833333
29/6/2022,2022,6,3.45,30.00869565
30/6/2022,2022,6,3.09,30.19166667
1/7/2022,2022,7,1.91,29.5875
2/7/2022,2022,7,2,29.675
3/7/2022,2022,7,2.23,29.65416667
4/7/2022,2022,7,2,30.0625
5/7/2022,2022,7,2.18,29.90416667
6/7/2022,2022,7,2.55,30.27083333
7/7/2022,2022,7,2.5,30.50416667
8/7/2022,2022,7,2.41,29.7375
9/7/2022,2022,7,2.45,28.05833333
10/7/2022,2022,7,2.23,30.16666667
11/7/2022,2022,7,2.23,29.975
12/7/2022,2022,7,2.64,28.85833333
13/7/2022,2022,7,2.68,26.45833333
14/7/2022,2022,7,2.5,28.9826087
15/7/2022,2022,7,3.23,28.8375
16/7/2022,2022,7,2.73,29.325
17/7/2022,2022,7,2.14,29.4
18/7/2022,2022,7,2.59,30.83333333
19/7/2022,2022,7,2.41,31.17916667
20/7/2022,2022,7,2.45,30.20833333
21/7/2022,2022,7,2,26.5
22/7/2022,2022,7,2.18,29.05416667
23/7/2022,2022,7,2.05,28.1173913
24/7/2022,2022,7,2.86,29.24583333
25/7/2022,2022,7,2.55,29.5
26/7/2022,2022,7,2.68,31.05
27/7/2022,2022,7,2.45,30.46666667
28/7/2022,2022,7,2.32,29.66521739
29/7/2022,2022,7,2.45,30.0375
30/7/2022,2022,7,2.41,30.33333333
31/7/2022,2022,7,2.36,29.08333333
1/8/2022,2022,8,2.36,27.31666667
2/8/2022,2022,8,2.05,27.21666667
3/8/2022,2022,8,2,28.24583333
4/8/2022,2022,8,2.41,29.4875
5/8/2022,2022,8,2.41,27.70416667
6/8/2022,2022,8,2.64,29.32083333
7/8/2022,2022,8,1.41,29.07083333
8/8/2022,2022,8,1.68,27.60833333
9/8/2022,2022,8,2.55,28.05833333
10/8/2022,2022,8,2.64,29.83913043
11/8/2022,2022,8,2.5,28.59166667
12/8/2022,2022,8,2.5,28.47916667
13/8/2022,2022,8,2.55,29.06956522
14/8/2022,2022,8,2.27,30.2125
15/8/2022,2022,8,2.41,29.62916667
16/8/2022,2022,8,2.32,28.12916667
17/8/2022,2022,8,2.41,28.44583333
18/8/2022,2022,8,2.5,28.92083333
19/8/2022,2022,8,2.59,29.4625
20/8/2022,2022,8,2.68,28.7173913
21/8/2022,2022,8,2.73,28.42083333
22/8/2022,2022,8,2.55,29.14583333
23/8/2022,2022,8,2.91,29.69583333
24/8/2022,2022,8,3.05,30.9
25/8/2022,2022,8,2.5,29.5125
26/8/2022,2022,8,2.14,27.32083333
27/8/2022,2022,8,2.32,28.45416667
28/8/2022,2022,8,2.27,30.35416667
29/8/2022,2022,8,2.82,28.50416667
30/8/2022,2022,8,3.45,30.05
31/8/2022,2022,8,3.14,28.59583333
1/9/2022,2022,9,3.77,
2/9/2022,2022,9,4.18,
3/9/2022,2022,9,2.73,
4/9/2022,2022,9,2,
5/9/2022,2022,9,1.32,
6/9/2022,2022,9,1.41,
7/9/2022,2022,9,2.27,
8/9/2022,2022,9,2.23,
9/9/2022,2022,9,2.14,
10/9/2022,2022,9,0.95,
11/9/2022,2022,9,1.95,
12/9/2022,2022,9,2.73,
13/9/2022,2022,9,3.68,
14/9/2022,2022,9,3.09,
15/9/2022,2022,9,2.68,
16/9/2022,2022,9,2.73,
17/9/2022,2022,9,2.36,
18/9/2022,2022,9,2.55,
19/9/2022,2022,9,2.45,
20/9/2022,2022,9,2.5,
21/9/2022,2022,9,2.64,
22/9/2022,2022,9,2.86,
23/9/2022,2022,9,3.45,
24/9/2022,2022,9,2.91,
25/9/2022,2022,9,2.18,
26/9/2022,2022,9,1.23,
27/9/2022,2022,9,1.86,
28/9/2022,2022,9,2.73,
29/9/2022,2022,9,2.18,
30/9/2022,2022,9,0.73,
1/10/2022,2022,10,1.23,29.05416667
2/10/2022,2022,10,2.45,29.14583333
3/10/2022,2022,10,2.36,27.77916667
4/10/2022,2022,10,2.82,28.27916667
5/10/2022,2022,10,2.95,29.45416667
6/10/2022,2022,10,3.59,28.25833333
7/10/2022,2022,10,2.77,27.775
8/10/2022,2022,10,2.59,29.65833333
9/10/2022,2022,10,2.59,29.04166667
10/10/2022,2022,10,2.14,28.04166667
11/10/2022,2022,10,2.59,28.55416667
12/10/2022,2022,10,3.77,30.40833333
13/10/2022,2022,10,3.59,30.375
14/10/2022,2022,10,4.36,29.69583333
15/10/2022,2022,10,4.64,26.44583333
16/10/2022,2022,10,3.86,24.07916667
17/10/2022,2022,10,4.64,27.99166667
18/10/2022,2022,10,5.59,28.90833333
19/10/2022,2022,10,5.64,28.63333333
20/10/2022,2022,10,5.23,28.9
21/10/2022,2022,10,3.91,28.39166667
22/10/2022,2022,10,4.23,29.64347826
23/10/2022,2022,10,3.55,29.88333333
24/10/2022,2022,10,5.64,31.1125
25/10/2022,2022,10,5.68,31.4625
26/10/2022,2022,10,4.27,30.70833333
27/10/2022,2022,10,2.59,28.25833333
28/10/2022,2022,10,2.95,29.84166667
29/10/2022,2022,10,3,29.64583333
30/10/2022,2022,10,3.27,30.08333333
31/10/2022,2022,10,3.95,30.05
1/11/2022,2022,11,4.09,29.05833333
2/11/2022,2022,11,3.45,28.77916667
3/11/2022,2022,11,4,28.7875
4/11/2022,2022,11,3.73,28.45652174
5/11/2022,2022,11,4.77,27.95416667
6/11/2022,2022,11,4.41,28.92083333
7/11/2022,2022,11,4.64,29.80833333
8/11/2022,2022,11,5.09,29.2625
9/11/2022,2022,11,4.77,28.7375
10/11/2022,2022,11,4.14,29.525
11/11/2022,2022,11,3.86,30.5125
12/11/2022,2022,11,3.55,31.425
13/11/2022,2022,11,3.36,30.075
14/11/2022,2022,11,2.32,28.6
15/11/2022,2022,11,2.41,29.96666667
16/11/2022,2022,11,3.18,29.23333333
17/11/2022,2022,11,3.36,29.39583333
18/11/2022,2022,11,3.14,28.61304348
19/11/2022,2022,11,3.68,30.29166667
20/11/2022,2022,11,2.59,28.87391304
21/11/2022,2022,11,2.68,29.40869565
22/11/2022,2022,11,3.14,31.21666667
23/11/2022,2022,11,3.59,30.3875
24/11/2022,2022,11,2.73,27.65416667
25/11/2022,2022,11,1.91,28.75416667
26/11/2022,2022,11,2.32,27.7
27/11/2022,2022,11,2.86,28.43333333
28/11/2022,2022,11,2.82,29.64583333
29/11/2022,2022,11,3.64,30.25416667
30/11/2022,2022,11,4.27,30.63333333
1/12/2022,2022,12,3.55,29.775
2/12/2022,2022,12,3.45,30.12083333
3/12/2022,2022,12,3.05,29.20416667
4/12/2022,2022,12,3.05,29.65416667
5/12/2022,2022,12,2.95,29.81666667
6/12/2022,2022,12,2.64,29.14583333
7/12/2022,2022,12,3.55,29.46666667
8/12/2022,2022,12,4.36,29.1875
9/12/2022,2022,12,4.05,30.275
10/12/2022,2022,12,3.59,30.47083333
11/12/2022,2022,12,3.36,29.45833333
12/12/2022,2022,12,3.95,28.76666667
13/12/2022,2022,12,3.86,26.175
14/12/2022,2022,12,4.59,25.09583333
15/12/2022,2022,12,4.95,25.8125
16/12/2022,2022,12,6.27,27.425
17/12/2022,2022,12,5,27.84583333
18/12/2022,2022,12,3.45,23.95
19/12/2022,2022,12,4.14,23.44583333
20/12/2022,2022,12,4.68,25.34583333
21/12/2022,2022,12,5.64,27.1
22/12/2022,2022,12,5.32,27.40833333
23/12/2022,2022,12,5.09,27.60416667
24/12/2022,2022,12,4.64,26.4
25/12/2022,2022,12,4,25.77083333
26/12/2022,2022,12,4.14,25.90416667
27/12/2022,2022,12,4.55,26.03333333
28/12/2022,2022,12,5.55,26.97083333
29/12/2022,2022,12,5.23,27.46666667
30/12/2022,2022,12,3.86,26.74583333
31/12/2022,2022,12,4.14,25.9625
1/1/2023,2023,1, ,25.61666667
2/1/2023,2023,1,4.68,25.7625
3/1/2023,2023,1,4.45,27.42083333
4/1/2023,2023,1,3.55,28.52916667
5/1/2023,2023,1,3.73,28.09583333
6/1/2023,2023,1,2.86,27.30416667
7/1/2023,2023,1,3.14,25.94166667
8/1/2023,2023,1,3.91,27.35416667
9/1/2023,2023,1,4.86,29.02916667
10/1/2023,2023,1,4.41,28.9875
11/1/2023,2023,1,2.91,26.45217391
12/1/2023,2023,1,3.41,27.9
13/1/2023,2023,1,3.23,28.275
14/1/2023,2023,1,3.05,28.175
15/1/2023,2023,1,3.36,28.775
16/1/2023,2023,1,3.68,28.34166667
17/1/2023,2023,1,4.09,29.02083333
18/1/2023,2023,1,3.55,28.19166667
19/1/2023,2023,1,3.55,27.4875
20/1/2023,2023,1,3.73,27.3
21/1/2023,2023,1,3.36,27.58333333
22/1/2023,2023,1,3.68,27.5875
23/1/2023,2023,1,5.64,29.04166667
24/1/2023,2023,1,5.14,28.77916667
25/1/2023,2023,1,3.36,25.3
26/1/2023,2023,1,5.32,26.73333333
27/1/2023,2023,1,5.5,27.34583333
28/1/2023,2023,1,3.59,25.5
29/1/2023,2023,1,4.36,24.07083333
30/1/2023,2023,1,5.27,23.90416667
31/1/2023,2023,1,7.59,25.96521739
1/2/2023,2023,2,8.27,27.32083333
2/2/2023,2023,2,7.91,29.19583333
3/2/2023,2023,2,5.5,28.78333333
4/2/2023,2023,2,3.95,28.89166667
5/2/2023,2023,2,3.5,28.875
6/2/2023,2023,2,3.36,28.70833333
7/2/2023,2023,2,3.05,28.65833333
8/2/2023,2023,2,3.05,28.99583333
9/2/2023,2023,2,3.41,28.75416667
10/2/2023,2023,2,3.32,28.85833333
11/2/2023,2023,2,4.95,29.06666667
12/2/2023,2023,2,4.09,29.1
13/2/2023,2023,2,3.32,28.85
14/2/2023,2023,2,3.59,29.49583333
15/2/2023,2023,2,4.68,26.525
16/2/2023,2023,2,3.91,26.98333333
17/2/2023,2023,2,5.23,27.54583333
18/2/2023,2023,2,5.73,28.1375
19/2/2023,2023,2,6.32,29.88333333
20/2/2023,2023,2,4.91,29.35416667
21/2/2023,2023,2,5.14,29.24583333
22/2/2023,2023,2,5.86,29.3625
23/2/2023,2023,2,6.64,29.77083333
24/2/2023,2023,2,6.95,30.1625
25/2/2023,2023,2,6.14,28.62083333
26/2/2023,2023,2,4.32,26.72083333
27/2/2023,2023,2,5.27,26.34583333
28/2/2023,2023,2,6.77,28.05
1/3/2023,2023,3,7.09,29.86666667
2/3/2023,2023,3,6.59,30.5125
3/3/2023,2023,3,5.45,29.28333333
4/3/2023,2023,3,7.27,28.35
5/3/2023,2023,3,7.18,28.47916667
6/3/2023,2023,3,7.41,28.90416667
7/3/2023,2023,3,8.09,29.70416667
8/3/2023,2023,3,8.14,30.3625
9/3/2023,2023,3,6.27,29.67083333
10/3/2023,2023,3,6.18,30.12083333
11/3/2023,2023,3,5.68,29.04166667
12/3/2023,2023,3,5.09,29.34166667
13/3/2023,2023,3,6.05,28.875
14/3/2023,2023,3,6,29.34166667
15/3/2023,2023,3,6.77,28.81666667
16/3/2023,2023,3,5.36,29.11666667
17/3/2023,2023,3,5.09,29.1125
18/3/2023,2023,3,5,29.28333333
19/3/2023,2023,3,3.73,29.275
20/3/2023,2023,3,3.55,29.5375
21/3/2023,2023,3,4.05,29.69166667
22/3/2023,2023,3,4.09,29.84166667
23/3/2023,2023,3,3.45,29.99166667
24/3/2023,2023,3,3.55,29.97083333
25/3/2023,2023,3,3.55,30.09130435
26/3/2023,2023,3,3.45,30.14166667
27/3/2023,2023,3,3.18,30.22083333
28/3/2023,2023,3,3.23,29.8
29/3/2023,2023,3,2.95,29.85833333
30/3/2023,2023,3,3.14,29.29130435
31/3/2023,2023,3,3.23,30.325
1/4/2023,2023,4,3.45,30.07083333
2/4/2023,2023,4,4.09,30.11666667
3/4/2023,2023,4,5.09,30.55833333
4/4/2023,2023,4,5.91,30.4125
5/4/2023,2023,4,6.32,30.58333333
6/4/2023,2023,4,6.05,30.92916667
7/4/2023,2023,4,4.32,29.46666667
8/4/2023,2023,4,3.45,30
9/4/2023,2023,4,3.59,30.7125
10/4/2023,2023,4,3.18,30.88333333
11/4/2023,2023,4,4.5,30.97916667
12/4/2023,2023,4,4.86,31.13333333
13/4/2023,2023,4,5.86,31.30434783
14/4/2023,2023,4,6.64,31.25833333
15/4/2023,2023,4,7.05,31.02916667
16/4/2023,2023,4,7,29.525
17/4/2023,2023,4,6.91,30.5625
18/4/2023,2023,4,6.68,30.43043478
19/4/2023,2023,4,6.86,31.27083333
20/4/2023,2023,4,6.68,32.35
21/4/2023,2023,4,6.45,32.2125
22/4/2023,2023,4,6.77,31.8875
23/4/2023,2023,4,5.36,31.07083333
24/4/2023,2023,4,5.68,31.19583333
25/4/2023,2023,4,4.05,29.82916667
26/4/2023,2023,4,3.59,26.30416667
27/4/2023,2023,4,5.36,30.28333333
28/4/2023,2023,4,4.09,29.76666667
29/4/2023,2023,4,4.23,30.52083333
30/4/2023,2023,4,3.36,27.64583333
1/5/2023,2023,5,3.77,30.65833333
2/5/2023,2023,5,4,31.26666667
3/5/2023,2023,5,3.32,31.6875
